risk_tolerance,investment_experience,liquidity_needs,platform,time_spent,instrument_type_first_traded,first_deposit_amount,time_horizon,user_id
low_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,200.0,long_time_horizon,8b6c685100c6f51573383d4061cd0b7e
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,med_time_horizon,a78b90e6cffcc24b4340eaf2f633addf
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,41.1092333333,stock,400.0,long_time_horizon,97935e6f36fbb166ede17ab6ca49b9e0
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,4.38486666667,stock,1500.0,short_time_horizon,6230a3e18cf6cc3ae636264e540a9b34
low_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,21.0247166667,stock,500.0,short_time_horizon,bf28ef60cf37f0db22227ccf8a8aa012
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,12.06075,stock,100.0,long_time_horizon,c86e1e8515508c201b98ba6ccf7afec3
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,29.9347833333,etp,1000.0,med_time_horizon,2410b91a68bc54a1d05d34882ef39c33
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,58.57695,stock,100.0,short_time_horizon,11f3b07c6afa998e5be9b826e9e36b65
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,25.647,stock,100.0,long_time_horizon,4d59b57d44f7c0ff9cd1dfb471417c42
high_risk_tolerance,limited_investment_exp,not_important_liq_need,iOS,2.62398333333,stock,100.0,short_time_horizon,e149e1b699ddc351dd582b65a78f024f
med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,33.5853,stock,100.0,short_time_horizon,de40dda20f7e035f469512b936bb264b
med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,8.9814,stock,200.0,long_time_horizon,bb51d2d37ad0ab919a1632c3a0778405
high_risk_tolerance,good_investment_exp,very_important_liq_need,both,80.9285,stock,5.0,long_time_horizon,2cabd47b7dd23de09f7ce110e1ec2ed1
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,37.79595,stock,200.0,short_time_horizon,2544f3955a8ce0e1efa6377a0c8fc2e2
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,697.096816667,stock,500.0,long_time_horizon,c5b9f2a190c8c6b62fe395426c0f6ff6
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,20.20145,etp,1500.0,med_time_horizon,c7affe2a7ea472ef04efc30a1ae65860
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,3.26953333333,stock,10.0,med_time_horizon,41d85c0a057a8f292e674091fe5ddbf1
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,9.28206666667,stock,1.0,long_time_horizon,6ce19cb5098b0033be66968bffde489c
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,40.2397333333,stock,1000.0,short_time_horizon,2992ca2f056616f5ae8714d6fc963122
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,3.3165,stock,70.45,short_time_horizon,1b92b3f13becf88c4740140b44527955
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,5.81515,stock,30.0,short_time_horizon,d9e378fa3774636275e4f042135ea35b
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,7.82558333333,stock,100.0,short_time_horizon,961a5a104b245e27421ba909f235e09b
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,33.4139666667,stock,50.0,long_time_horizon,93ddfb370d7b1280804547ef0f41a15a
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,25.0,short_time_horizon,328ce3e13c56728a629ceb93e9012090
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,3.23516666667,stock,5000.0,short_time_horizon,1401b51f47be115a95bc9ffeac9eb36c
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,83.3413666667,stock,4.0,med_time_horizon,58fdd05ec180e23ffe3814c9bb9f921b
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,29.5309833333,stock,50.0,short_time_horizon,637fd8f28f657e1cfe4d8fb9e69213e0
high_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,12.5502333333,cef,100.0,long_time_horizon,b7534a378cf4d189f86b5cf3e581948c
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,16.8426333333,stock,100.0,long_time_horizon,1acc90c0468cfa323fafb3a1cf487693
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,25.2789,stock,20.0,long_time_horizon,5e248e12df36295160b28a821e76b049
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,16.2566,etp,200.0,long_time_horizon,ed4afd3bc0e6c9bf7b74dea801e16759
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,Android,18.6738833333,etp,100.0,short_time_horizon,4663b0f210772f690a992865f32fc0ae
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,2.3727,stock,10.0,short_time_horizon,027ee343d3cfd38060f147228d08403e
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,105.444816667,stock,50.0,short_time_horizon,0fcb9a39c3499fb947dedb9359b5221e
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,long_time_horizon,0380d44034a0cff27cc0c0a569a15c86
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,short_time_horizon,908f98d2a25948a74bccd8dfcccf9b15
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,3.86148333333,stock,300.0,short_time_horizon,f07704679067c5d2f0c0419ea782c316
high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,5.39075,stock,2000.0,short_time_horizon,06464a1e9a70faccc59124805bcdcf1b
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,fbc5223e0b38db36c9b3439326aae416
med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,38.7487,stock,10.28,short_time_horizon,59608adebab59417bf27df97a9ab6ded
med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,427.1475,stock,10.0,med_time_horizon,4a2293cad317109b8740bc7c11677fc8
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,both,11.3367333333,stock,90.0,short_time_horizon,fdc54af66d1190dec81b95b4a2965634
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,21.4766666667,stock,100.0,short_time_horizon,e4eeeee1e0b708505200c0037f4856f9
high_risk_tolerance,extensive_investment_exp,very_important_liq_need,iOS,15.1225833333,etp,888.0,long_time_horizon,5a39989e40d03738c64ba4694ba397e1
med_risk_tolerance,no_investment_exp,very_important_liq_need,both,0.0,stock,200.0,short_time_horizon,885c0eda56faa2e854709cce2ea7763d
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,9.81998333333,stock,150.0,short_time_horizon,4dec209cc5879ca96074607d79280f0a
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,med_time_horizon,90647f4469bb23d24511da73a25f7e50
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,adr,500.0,med_time_horizon,8424424c39121f9f045bdfa5e84bbcf5
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,19.4327166667,stock,100.0,long_time_horizon,1fee26063cb63595f283930579190f85
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,long_time_horizon,1dadebdfb33d5d02ee50cc8bc075ffa8
high_risk_tolerance,limited_investment_exp,very_important_liq_need,both,4.48245,stock,500.0,med_time_horizon,f18444d8a150fc4a5077de276d55b70e
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,29.8309833333,stock,1000.0,short_time_horizon,5051950aa4830df61b1aaf946424a815
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,long_time_horizon,7b3b4a0e21f880a4d502070c076ae12c
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,42.6161,stock,400.0,short_time_horizon,082387271904e912cf8b37159355d321
med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,19.3025,stock,4000.0,med_time_horizon,e94b9772a388f5a172c5b0a51f3fa5f2
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,6.577,mlp,300.0,short_time_horizon,7a119c4abe910211ece08641ae721ce1
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,14.97605,stock,2500.0,short_time_horizon,35fcac22e76a71b1ff55804043fd3846
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,19.3123,stock,10000.0,short_time_horizon,bec3e3480518d5e386014f4dd627a98f
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,38.9074333333,stock,100.0,med_time_horizon,210f8a0c1bc874f96bba43828e0d8c2e
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,20.0562833333,stock,5000.0,long_time_horizon,58971e4e340e131db27809dbe2e712c5
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,156.714666667,mlp,25.0,long_time_horizon,392c132f5cd7a90083b693f38e8f80e7
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,23.2087333333,stock,40.0,med_time_horizon,0e756bd07832eb8637d5a99bb711dc1d
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,long_time_horizon,d963695af6102d22c0fb3108d3d20760
med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,1.0,med_time_horizon,dceff5a7fabf58b4f4578411a70d2659
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,3.7688,adr,100.0,short_time_horizon,80df8e7f7266bf9c9999f856f892e224
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,5.0,short_time_horizon,44c4f77674d142fd087a5cc4c0845a0e
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,10.0619,stock,5.0,med_time_horizon,eb5b7ffddc3f42516db281e59deea8aa
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,26.9972333333,adr,1000.0,short_time_horizon,fbbfb165b85f008bfde1949c4ab8f5c9
med_risk_tolerance,good_investment_exp,very_important_liq_need,both,0.0,stock,500.0,long_time_horizon,f5a60743e3d75f39f29e6f6eec2fac55
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,78.7751166667,stock,25.0,short_time_horizon,a7927ebeff9ef38c06dc353e2f6cc978
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,28.3874166667,stock,50.0,short_time_horizon,f0e09f04d7498d6f0e72ab2ffd9735bc
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,med_time_horizon,3e9d2545cbbf0ced30b9d8483f1f1ffd
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,4.9945,stock,100.0,long_time_horizon,5ede42374d572486edef1bf31ea4e226
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,8.32583333333,reit,80.0,short_time_horizon,19b988f6af1fe1fdd876b771f01d1d52
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,1.8376,etp,300.0,short_time_horizon,4a655aa8cdfe263c4a83855004cc41d0
high_risk_tolerance,limited_investment_exp,not_important_liq_need,iOS,4.47816666667,stock,50.0,short_time_horizon,7c3b5b39e9a232495d381ebbaef52c1e
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,10.4476,stock,50.0,long_time_horizon,d2e957ee5366b5efd327fd8215abbbfc
med_risk_tolerance,limited_investment_exp,very_important_liq_need,both,0.0,stock,1000.0,long_time_horizon,0e0c610a1583c64dec27c756cc5fc539
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,33.0845333333,stock,20.0,long_time_horizon,d84a73b2e29b6e9cdf3f8fc18363bd63
high_risk_tolerance,good_investment_exp,very_important_liq_need,both,21.5927,stock,500.0,short_time_horizon,0c2f2bcccbb63845d15ecf54cebc398a
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,long_time_horizon,48ea461e0273b8138f3d54fe4a9ee050
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,33.0086666667,stock,100.0,short_time_horizon,3b80185548a38243f8cfc42ac06ca845
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,10.16435,stock,4000.0,short_time_horizon,27133e19b676a5164b223673df5171ca
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,5.92518333333,stock,25.0,long_time_horizon,48b1e74489f8670e83bc08c406ba29d5
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,11.6920666667,stock,200.0,long_time_horizon,77c0f5c5a0576790ca3f65c61bd0d91f
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,2500.0,long_time_horizon,b18ce2e543b1491050870327c48c8724
low_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,4.46911666667,stock,10.0,short_time_horizon,dd8aaf2cb2739e32a76d905f962602dd
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,long_time_horizon,14d6417155ff449c4b8398740991e3e1
med_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,13.4839666667,stock,5000.0,long_time_horizon,a5136aab7e874f20e07e9902445b82eb
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,24.5601,stock,300.0,short_time_horizon,5ec6ca233186e580d1a9d9b7164ac649
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,13.3831166667,stock,100.0,long_time_horizon,411265cc836196472a157ff28ebea89d
med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,3.16016666667,stock,100.0,short_time_horizon,fcef36ed912ba9643df5cd11a13e4e10
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,12.9425666667,stock,500.0,short_time_horizon,68d2adbc42f411c3d6d1fc0cc61ff819
high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,6.16158333333,stock,100.0,med_time_horizon,43669a3343327f65278920c712cd8cc9
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,22.9813333333,stock,50.0,short_time_horizon,d3c36b3d832cfd988d4e102f167830aa
low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,17.1062333333,stock,10.0,long_time_horizon,877566ffd3d22c07380588ad084ce018
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,62.1308333333,tracking,50.0,short_time_horizon,0bde51cc2e37c11cfa16cf58c1e9fe8c
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,8.77696666667,stock,150.0,long_time_horizon,3351b7b694f61758ef9150a10c648d11
med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,28.7733333333,stock,10.0,short_time_horizon,4b0b019a026e7303f5f5e88e5447affc
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,13.7458666667,stock,500.0,long_time_horizon,cd9cc4da5a0f3650f24653d4c8283d09
high_risk_tolerance,limited_investment_exp,not_important_liq_need,iOS,724.075616667,adr,200.0,long_time_horizon,9f3c5e4b10eb5f8202f958a96fdf8d00
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,21.0339,stock,2000.0,short_time_horizon,fa0b0dfe2a799c9a731abdb366a9aed8
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,2.46021666667,adr,100.0,short_time_horizon,b90e509ab8b15696c20a227a91780478
low_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,9.24125,stock,20.0,short_time_horizon,dcd5bd926dae6276a8bcff95c449bbe4
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,22.31975,stock,100.0,short_time_horizon,9f29e67a1795a675c20e1cc0710250f5
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,68.9540333333,stock,33.0,long_time_horizon,8c80a388b08894a138abcee74d0b3122
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,long_time_horizon,796e6caf6a37beb7772d50a0b994bebf
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,short_time_horizon,6a3db7b209f4dc09f2abacdce0017daa
med_risk_tolerance,no_investment_exp,very_important_liq_need,both,12.03655,stock,25.0,short_time_horizon,7e7e84a46f6fcf1481644745eac231c7
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,4.02066666667,stock,1000.0,short_time_horizon,8f6137ac3fd03eaffcc91cc2d568786a
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,10.0800833333,stock,50.0,long_time_horizon,87231491f23fc1389a78b6ef07de395e
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,short_time_horizon,ee00567b0bd7a52fc6666c67fa788d8a
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,1.7438,adr,1000.0,long_time_horizon,0f5bb0b241cde9110aaf9888b2b3c571
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,18.26,long_time_horizon,542182786b5b2050b2ea684705174059
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,33.8205,stock,1500.0,long_time_horizon,fede0937ab0dbff7d239afe022e1266f
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,10.2266666667,stock,100.0,short_time_horizon,68756a5125d679565b18a117d9ed78b1
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,1b8d6361317cf561d5a3dad8569889a9
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,19.4443,stock,1000.0,long_time_horizon,eedcee4d9959ed59f65ea07e57f3ef75
high_risk_tolerance,good_investment_exp,not_important_liq_need,iOS,23.9222166667,stock,500.0,short_time_horizon,26d0e4c25c3c54299b1a2123f47ec47a
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,short_time_horizon,17031f791cd1b1208c8915e82b0aeaee
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,35.6201,stock,100.0,short_time_horizon,05bf4ed95a367aa58c15fccf0a01bdd3
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,0.0,stock,50.0,long_time_horizon,0852750bffcaa57c9965c9a315940a58
med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,43.2785333333,stock,200.0,long_time_horizon,9afcefd5f69967c7e6d039e31f180352
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,50.0,long_time_horizon,6167b3c4eafdf8be2891ff404fbbcba6
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,30.13875,stock,1000.0,short_time_horizon,ceea767379315e891ee2f77759a3af3b
high_risk_tolerance,good_investment_exp,very_important_liq_need,both,99.7061666667,stock,50.0,short_time_horizon,948ceac051af95834026fdb32f896581
med_risk_tolerance,good_investment_exp,very_important_liq_need,Android,8.66935,stock,100.0,med_time_horizon,63ad71573f6688f5a2c8c675655303d4
high_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,12.3644833333,etp,50.0,long_time_horizon,08189ae4833689e2f4e3a89f30233717
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,11.4031,stock,100.0,short_time_horizon,2cbfef2edfbdbc2184ca2a59d08bac94
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,13.6664333333,stock,500.0,long_time_horizon,2af7282e0742074be457f1552bb44bb0
high_risk_tolerance,good_investment_exp,very_important_liq_need,both,0.0,stock,500.0,short_time_horizon,45c7b4bc0d3122d4089f76ffcc286908
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,short_time_horizon,9bbfa3de639ec4b21e8861b212baafad
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,300.0,short_time_horizon,cfc5b57fbf30a8314f11e631ba87382d
med_risk_tolerance,good_investment_exp,very_important_liq_need,both,0.0,stock,100.0,short_time_horizon,bb1cf06cacd5844dad3eb3da28a88546
low_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,16.83355,stock,2500.0,short_time_horizon,6eb0c714ddfb680758a580d02116f703
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,112.325466667,adr,100.0,short_time_horizon,e32bed8044a235542611925efcb0b6b7
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,5.21776666667,stock,10.0,short_time_horizon,5bcf53750b608deb3f292703b9f11ee1
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,1.42466666667,adr,100.0,short_time_horizon,f5299b973e46b76d34353870b570ce9a
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,0.0,stock,5.0,short_time_horizon,6aef9ce03bd8b534a7a26b0761b0a61d
med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,48.8256833333,stock,500.0,short_time_horizon,5ce7b61a15b240f94ddaea662af03aa0
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,13.9444333333,stock,20.0,short_time_horizon,f508af0a93b505d6c8d699d67b0f081a
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,5.59686666667,stock,50.0,long_time_horizon,f7d3b6a9476e40cb4c0d0f9a3111f983
med_risk_tolerance,good_investment_exp,very_important_liq_need,Android,25.7435333333,etp,500.0,short_time_horizon,63f628243b702a5625eabe5a605d1bdb
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,15.7245,stock,20.0,long_time_horizon,e78182279779927c98715dc0fe3ed9e4
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,etp,100.0,long_time_horizon,e46df1d2f3d70bee4dc0e14514548d70
high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,31.9951833333,stock,50.0,long_time_horizon,af64acaa0a4c4a7c4c3c816e32390257
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,3.64976666667,stock,500.0,med_time_horizon,d29462da3df7f36f83610310e5aba747
high_risk_tolerance,extensive_investment_exp,very_important_liq_need,Android,155.527866667,stock,500.0,short_time_horizon,c24e98e50bb578aac3c96a6acd3d5869
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,5.50858333333,stock,200.0,short_time_horizon,4878105afe5eb76a728ed7835400b4c4
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,both,38.75905,stock,200.0,short_time_horizon,c2b1a6334747f0f57a2617559cbd0e23
high_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,24.9264,stock,20.0,short_time_horizon,b8e61fc3280a0dd9ac472321cce8c0cf
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,12.85815,stock,1.0,long_time_horizon,af60272aa2796c3397610d97bd9b493b
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,15.6396666667,stock,500.0,med_time_horizon,b53d974c6eef875ef09d3f489b04c9b5
high_risk_tolerance,good_investment_exp,somewhat_important_liq_need,iOS,32.1547166667,stock,20.0,med_time_horizon,9b65841d47bcb7129175231b412a0a0a
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,41.8527333333,stock,176.12,long_time_horizon,7cb32ef56c5215404b57bc7b5875b29d
med_risk_tolerance,good_investment_exp,very_important_liq_need,Android,93.9051166667,stock,50.0,short_time_horizon,626730d33981ff4be6736b8a00ea8a41
high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,115.9806,stock,10.0,short_time_horizon,248fd3984cef3e085700fcb24f9b1a01
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,2.89133333333,stock,50.0,long_time_horizon,e95986fb82e06e4140b91a8eb6e206f5
med_risk_tolerance,good_investment_exp,not_important_liq_need,iOS,82.10975,stock,500.0,med_time_horizon,5f87678b21f06db5b0628be70376981c
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,10.0,short_time_horizon,98da1434a2dc469c393e791e12168363
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,42.75675,stock,5.0,med_time_horizon,13748ab2b0d911acfcfdc6fcd3c3970e
med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,0.0,stock,100.0,long_time_horizon,26be37bf3da477753ccab0cdc56cc88d
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,14.3619333333,stock,100.0,long_time_horizon,7451e18fc74a5f3c636b4a6cfd73afb9
med_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,7.40646666667,stock,15.0,long_time_horizon,7fceea6709a1da396be7cb2e372dcfb3
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,5.51335,stock,500.0,med_time_horizon,0f80827d9cb814bdeaaa517ba2aca8db
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,9.63195,stock,3000.0,short_time_horizon,fd6d6915e52d8f04197ab5ecc8359d3c
low_risk_tolerance,good_investment_exp,very_important_liq_need,Android,0.0,stock,2000.0,short_time_horizon,b29ae04b0128bba2627f3502d8b56f20
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,cef,20.0,short_time_horizon,d1a22b8963c41dc3e36814f79f096ead
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,41.4166166667,stock,20.0,short_time_horizon,4116978cf2e0a3052f6adc5a094716a2
med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,14.2702333333,stock,75.0,short_time_horizon,3699b34f3a658d47e68066418ad6b0c5
med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,28.3546833333,stock,112.0,short_time_horizon,b7317d020504bdca5105cf513e7b5728
med_risk_tolerance,limited_investment_exp,very_important_liq_need,both,4.6668,stock,20.0,short_time_horizon,75109dde088bffec92cfaa7c6cfa65d5
low_risk_tolerance,good_investment_exp,very_important_liq_need,both,353.884483333,stock,2000.0,short_time_horizon,a1db0459b82489fa84b28dc19d7d5fe1
med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,14.2923,stock,125.0,long_time_horizon,51b0d89c7e7f029ca814d19a758bcb0a
med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,67.9305333333,stock,2000.0,med_time_horizon,f30ea52b1b7ae93c22cca63caea92808
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,5.88803333333,stock,20.0,short_time_horizon,9dcb804ba79f56fbea0253eb54775b7b
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,67.6343,stock,100.0,long_time_horizon,8528c66eaa22010b50d80ac4b85896c1
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,300.0,long_time_horizon,669bc27480972387d02ee4207aebcf98
high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,59.3691166667,stock,200.0,short_time_horizon,da04560396bc1215844727b4fb7bda8d
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,16.45955,reit,25.0,long_time_horizon,aa48e44d2e1d9bb862dc2e70791cddaf
high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,etp,500.0,short_time_horizon,454bfa7733ad86dbb8082df2bd89666a
med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,90.0,long_time_horizon,b307f80c5c2910d348c0d318ce0ecec1
high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,17.1911833333,stock,5000.0,long_time_horizon,e18dbe31cdf6ac279d765f27a01b2fb6
high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,adr,50.0,short_time_horizon,c839a9f3fd8ae6cc6c8f97073d813de6
low_risk_tolerance,extensive_investment_exp,very_important_liq_need,iOS,62.4483,etp,100.0,short_time_horizon,df111f62e97aa8b1e714d853c95ad440
high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,15.0531166667,stock,250.0,short_time_horizon,5b5c090e611c24413630be93f3ed33c5
