business_id,name,categories,avg_stars
EjYGxyksao-Jhw86tIAiYQ,Noodle Palace,"Chinese, Restaurants",3.5
UNHvM2pc7AQBL22BhakNlA,Chupy's Mexican Restaurant,"Seafood, Restaurants, Mexican",4.5
PmXqq2nFT6oYvgLxLwrFEQ,Jimmy John's,"Sandwiches, Fast Food, Food Delivery Services, Restaurants, Delis, Food",3.5
W-3Sy3fy85mQdd0ZNFKIiw,Applebee's Grill + Bar,"Steakhouses, Sports Bars, Nightlife, Burgers, American (Traditional), Bars, Restaurants, Food",2.5
r1Uj2CHlp0N3U_XKMIk_GA,Chieti Coffee & Roasting,"Bakeries, Delis, Food, Restaurants, Cafes, American (New)",4.0
EU8Hp2rTEptiwCH4eLYZBw,Jack In the Box,"Burgers, Restaurants",2.5
JJpoHl5mxJHwbaix71mfyg,Village Pub & Grill,"Pubs, American (Traditional), Bars, Nightlife, Restaurants",3.0
eU_XJ4uNAlRoH4tNfWtz9g,Tony's Mexican Food,"Mexican, Restaurants",4.0
WETHRoXB2IbixndSlOktJA,Lulu's Bread & Breakfast,"Cafes, Food, Breakfast & Brunch, Restaurants, Hotels & Travel, Bed & Breakfast, Bakeries",4.0
Ocquw2_SSDlqwoAhEVek0g,Taiwan Kitchen,"Taiwanese, Restaurants",3.5
OPiPeoJiv92rENwbq76orA,Sonic Drive-In,"Restaurants, Burgers, American (Traditional), Fast Food, Food, Ice Cream & Frozen Yogurt",3.0
-n8PaipyFGNUJE4xlnrOAg,Burger Dogs,"Burgers, Restaurants, Hot Dogs",2.5
ULAz5fw2r3vm0N-_FTMzGg,Goose Island Pub,"Restaurants, Gastropubs",3.0
BS2Y5IZiCOHBebHMEU2dEQ,Claim Jumper,"Burgers, Bars, American (Traditional), Nightlife, Restaurants",3.5
8K3CRM4COa0SSBEvli0fJQ,Paymons Mediterranean Cafe & Hookah Lounge,"Middle Eastern, Greek, Restaurants, Mediterranean",3.5
uWrrQ8Rk2uM2WqPMi7EDag,Del Taco,"Restaurants, Mexican",2.5
0m99JzzybBddbP9mr2y5XA,The Chicken Shack,"Chicken Shop, Fast Food, Restaurants",4.0
N_TYkatwxieUMJVfMwQbvQ,Dairy Queen Grill & Chill,"Fast Food, Food, Ice Cream & Frozen Yogurt, Burgers, Restaurants",2.0
uz_oEvOowbX8xWEQkGyZxA,Dragonfly,"Asian Fusion, Restaurants, Sushi Bars",3.5
AiXzyI2Xehh-1yvbB-WcYw,Panda Express,"Fast Food, Restaurants, Caterers, Event Planning & Services, Chinese",2.5
hJApSwheuQhctflM4fAhYA,Popeyes Louisiana Kitchen,"Fast Food, Restaurants, Chicken Wings",1.0
bvtck6zoM3bJVJyucDB0yQ,Alexis Cafe,"American (Traditional), Restaurants",2.5
aIyqvsWX2NPCVjW4EOTHFQ,Flatbreadz,"Restaurants, Sandwiches",2.5
SYIVQISajxm2J9lAnMp1RA,Redstone Grill,"Nightlife, Steakhouses, Restaurants, Bars, Seafood, Sandwiches",4.0
lZvr_VDNWjCN_PT67StkKQ,The Salon at Lakeside,"Pizza, Hair Salons, Nail Salons, Beauty & Spas, Makeup Artists, Restaurants, Eyebrow Services",3.5
gOOc6MDdhw7fV0Tf30mfAQ,Gritz Cafe,"Soul Food, Restaurants, Breakfast & Brunch, Southern",4.5
UEuvtQTKNS0w53oJTrwS2Q,Sin City Sandwich,"Caterers, Sandwiches, Event Planning & Services, Food, Restaurants, Coffee & Tea",4.5
crGdKSRKi25R2vorZ7skzg,Tortilleria San Diego,"Mexican, Restaurants",4.5
eJKnymd0BywNPrJw1IuXVw,Nacho Daddy Downtown,"Breakfast & Brunch, Restaurants, Mexican, American (New), Tex-Mex",4.0
0YG_kM5caZhtwd6nbnei6A,The Charcoal Room,"Restaurants, Seafood, Beer, Wine & Spirits, Steakhouses, Food",4.0
L9hxsakFxY315yPqCZL-zQ,Addiction Restaurant,"American (Traditional), Venues & Event Spaces, Event Planning & Services, Restaurants, American (New), Breakfast & Brunch",3.0
4vwhK3Uxlp2gBtQuP78NOA,Magura Restaurant,"American (Traditional), Restaurants, Bulgarian",3.5
juhlDDR-L_TgSPU5FVHIpQ,Joseph's Cuisine,"Mediterranean, Middle Eastern, Restaurants",3.0
ew_LPHk7pMCxK8pTQIGNtg,Angel & Willy's Roadhouse Grill,"Restaurants, American (Traditional), Burgers, Barbeque",3.5
zb8kMYcte7WLcB-7CG3vNg,Popeye's Famous Fried Chicken and Biscuits,"Fast Food, Restaurants",3.5
TFybLreUjQyx0zLq5tW7VA,Lucky Fish Sushi & Grill,"Sushi Bars, Japanese, Restaurants",3.5
2B46bRpDh49eDyjXGhL_ZQ,La Maison de Maggie,"Creperies, Cafes, Gluten-Free, Restaurants, French",4.5
Vg882kGIzNZdz3CFpTQBBA,Touch of Aloha Local Kine Grindz,"Restaurants, Hawaiian",4.0
1VQmZoUwNbNik7EQs_EHeQ,Greek Delights,"Restaurants, Falafel, Mediterranean, Food Trucks, Food, Greek",4.0
VbEK6-etnKKaPamrG2jWjQ,Haute Doggery,"American (Traditional), Restaurants, Hot Dogs",3.0
zXR-C_clfbCksI0cIDrl4g,China A Go Go,"Chinese, Restaurants",3.5
YeYtDdGRonHddnviDc1q7g,Teriyaki Boy Healthy Grill,"Fast Food, Japanese, Asian Fusion, Restaurants",3.5
oJX6NTUC98eGAQX4Da097A,Luciano Garden,"Italian, Karaoke, Restaurants, Nightlife, Mediterranean",3.5
WRbBmXMHmdWOkeGp21OoeA,Mamma Olivia,"Italian, Pizza, Nightlife, Restaurants, Tapas/Small Plates, Bars",4.0
EAyy8Z0V5zfO_LXxSqkD-A,Carl's Jr,"Restaurants, Burgers, Fast Food",1.5
mOaHJZYTsgB0G_TIKykFAA,Mario's Westside Market,"Grocery, Food, Soul Food, Restaurants",4.0
l_GV0hgEoTUf70uJVT0_hg,Eat.,"American (New), Breakfast & Brunch, Restaurants, Sandwiches",4.0
-FNquqGseSCVMWo7KbK-Tg,Chipotle Mexican Grill,"Restaurants, Fast Food, Mexican",3.5
O1UaBWCQbcEdzpX6sSWRjQ,Operation Donuts,"Restaurants, Food Stands, Event Planning & Services, Food, Caterers, Donuts",5.0
OasYaKjMTdFFQdepjtDFpA,Cafe Deia,"Restaurants, Tapas Bars",3.5
cPWbolWE6ip5SupmfH-nBQ,Godfathers Pizza,"Restaurants, Pizza",1.0
kOo4ZY2UQAX4j312mzQ8mA,Taco Naco,"Food Trucks, Mexican, Food, Caterers, Food Stands, Restaurants, Street Vendors, Event Planning & Services",5.0
pUUgVNS5nBSoCJsBa3fDGw,The Sushi,"Sushi Bars, Restaurants",3.5
LpqiMJOKlrYcGqJK0jOWIw,Vegan Honey Company,"Vegan, Farmers Market, Specialty Food, Honey, Restaurants, Food",5.0
JDZ6_yycNQFTpUZzLIKHUg,El Dorado Cantina,"Lounges, Restaurants, Nightlife, Bars, Mexican",4.5
BozDqucrH17LmBsmfOwWkA,Port of Subs,"Sandwiches, Restaurants",2.5
6uV3KMOo8YQofuNUs4D9pA,Heidi's Brooklyn Deli,"Cajun/Creole, Salad, Breakfast & Brunch, Sandwiches, Restaurants",3.5
X-Hxv9miUzpFKcOaUVbRCw,Subway,"Restaurants, Sandwiches, Fast Food",2.0
oUso4QWH1OAXboD8IMjpFQ,Molcasalsa Mexican Food,"Restaurants, Mexican",4.0
ykfsYdN3QF8HEBa9EbJRBg,The Great American Bagel,"Restaurants, Sandwiches, Coffee & Tea, Bagels, Food",2.0
uFre_WMHGbNC_hCtBwM-dg,Durangos Mexican Grill,"Restaurants, Mexican",3.0
4YxFjoS28WzggYyDxGkKBg,Firehouse Subs,"Sandwiches, Fast Food, Restaurants, Delis",3.5
9AnvV8V-UvA_rFhMCr_Dlw,Mint Indian Bistro,"Indian, Halal, Vegan, Restaurants",4.0
mvWhlMnXXidb1R2krK25VQ,Papa John's Pizza,"Pizza, Restaurants",2.0
M5Nvx_jkTf56Ne7tuXgCLQ,Grand Italia,"Pizza, Restaurants",2.0
f8eILbFbyPxMN-Jri4CsmQ,Heraea,"Restaurants, American (Traditional), American (New)",3.5
UUfioP3G4Qowm0x2HQlPtA,Hot Head Burritos,"Fast Food, Mexican, Restaurants",3.5
Qm2datcYBPXrPATVGFJQfQ,Palm Pizza & Kabob,"Chicken Wings, Kebab, Restaurants, Pizza, Mediterranean",4.5
gqVHoP4noz1EAa7nhHLk4w,Panda Express,"Caterers, Restaurants, Event Planning & Services, Chinese, Fast Food",2.0
409qhf4RF0rlxcuaM576Qg,El Pollo Loco,"Fast Food, Restaurants, Mexican",2.5
QqrmTtv2OXWFRlqRCG4FRA,McDonald's,"Food, Fast Food, Coffee & Tea, Burgers, Restaurants",2.0
6JVaLv8KvOgK24RB7pxUiw,Sunset Grill,"Restaurants, American (New), American (Traditional), Breakfast & Brunch",4.0
L6kFtq-C4dJJZJGk5Q8vRw,New York Bagel Bakery,"Restaurants, Bagels, Sandwiches, Coffee & Tea, Food",3.5
hgeXEGD9lRX4ohj7afSJnw,Thai Style Noodle House,"Thai, Noodles, Restaurants",3.5
qjLlFfu2pnJ9lVYlj-4QVg,The Maple Tree,"Restaurants, Gluten-Free, American (Traditional), Breakfast & Brunch",3.5
aTbz9GdpAf2M5MeAHVNhWw,Noodle King,"Szechuan, Noodles, Shanghainese, Chinese, Restaurants",4.0
Mn6PbumS7GL2v3jPilTaeg,Tamba,"Indian, Bars, Halal, Pakistani, Restaurants, Gluten-Free, Nightlife",3.5
fJVrLAFaqcvzt1QAw12Uxw,FAME,"Chinese, Asian Fusion, Street Vendors, Korean, Food, Restaurants",2.0
6TQ0gCdAqaBbuDyCGa0joA,Masso Osteria,"Nightlife, Bars, Italian, Restaurants",3.5
nWuomYtU748irUOWo_xohg,Church's Chicken,"Fast Food, Chicken Wings, Restaurants, Chicken Shop, Breakfast & Brunch",3.5
ahbDELrW7CqFbOVePbF5-Q,Burger Stop,"Restaurants, Burgers",4.0
yi9725wjRYYEoF-xE47_ig,El Nopal,"Restaurants, American (Traditional), Breakfast & Brunch, Mexican",3.5
jA6fLtwQpiHzJCdsswFgfg,Antigua Guatemala Restaurant,"Latin American, Restaurants, Mexican",4.5
gi8682T9lHLKHCMF1Li1MQ,Krazy Chicken,"Restaurants, Armenian, Fast Food, Comfort Food, Chicken Shop",4.5
Wq9yflrKX79xKiY__BvCoQ,Magnolia Ice Cream and Treats,"Desserts, Ice Cream & Frozen Yogurt, Filipino, Restaurants, Food, Shaved Ice",4.5
gJKdFQhR4hLCQuoKyU0kEw,Putter's Charleston,"Bars, Nightlife, Restaurants, American (Traditional)",4.0
dqLo6yZ7NMyV35ldGJHdzw,The Restaurant at Angel Park,"Restaurants, American (New), Breakfast & Brunch",4.0
YDrHSEW-O-XLz4DckcyMzw,The New Jugoo,"Chinese, Szechuan, Restaurants",3.0
tXqaK0lBEE1XJbzDPsdFvg,Farmer Boys,"Mexican, Restaurants, Breakfast & Brunch, Sandwiches, Burgers, American (Traditional), Salad",3.5
u8xCk_KNQJ-mVzi0PTWMGA,El Ranchero Mexican Grill,"Mexican, Restaurants",4.5
mkhjTkDlEqQGP-1IzfyN7g,Mr. Sandwich,"Vietnamese, Restaurants",3.0
q6LaVR4FlIyRC9yWIW5IXg,Towers Deli,"Delis, Restaurants",3.5
Mufm5Fot_GS2wNx2TpLfcg,Mexitalia X-Press,"Restaurants, Mexican",2.0
3X-SMnyYq77IYEnyCp-TtQ,Tropical Breeze Cafe,"American (Traditional), Restaurants, Pizza, Diners",2.5
9Jc3W0aR9Xf2gcHI0rEXsw,The Garden Grill,"Restaurants, Steakhouses, American (Traditional), Pub Food, Mexican, Fast Food",3.0
SXyGMj1rBHauU_MMLEsUfw,Little Caesars Pizza,"Restaurants, Fast Food, Pizza",2.0
3fT1kcQ-MVEImGHa3hll5w,Earl of Sandwich,"Restaurants, Wraps, Salad, Event Planning & Services, Caterers, Sandwiches",4.0
7kXrUSjG67NitjRfRFn9cw,McDonald's,"Burgers, Coffee & Tea, Food, Fast Food, Restaurants",2.0
fq6qlXprwSzSUr0RKE_0rA,Taco Maker,"Mexican, Restaurants",3.0
6Or07nY9iiSSJf-Kaf0GMw,Adi's Active Nutrition,"Restaurants, Coffee & Tea, Health Markets, Cafes, Breakfast & Brunch, Specialty Food, Gluten-Free, Food",4.0
5gZ4k_mdDOcEmCG4wHVH-g,Rhodes Ranch Club House Restaurant,"Salad, Burgers, American (Traditional), Restaurants, Italian",2.5
-NjZ5HZApXjRJaTVZeSO_w,San Salvador Restaurant,"Latin American, American (New), Restaurants, Mexican, Salvadoran",4.0
OQcvO5P3gH0cuJ-bPXwfQQ,Mi Pueblo Taco Shop,"Restaurants, Mexican",4.5
X1Y2II3AYdoxa70nTTfUPQ,Fresh Grill & Bar,"Sandwiches, American (Traditional), Caterers, Event Planning & Services, Burgers, Restaurants, American (New)",3.5
iVBpGb7x55toxxL81PB2wA,L & L Hawaiian Barbecue,"Hawaiian, Restaurants, Event Planning & Services, Caterers, Barbeque",4.0
SSbfgPK3Wa24svQty7QWSg,The Kitchen,"Caterers, Event Planning & Services, Sandwiches, Pizza, Restaurants, Chicken Wings",4.5
Opufpwe4jaf--LtDZ_AHiw,Snack Bar,"Cafes, Ice Cream & Frozen Yogurt, Hot Dogs, Mexican, Restaurants, Juice Bars & Smoothies, Food, Sandwiches, Desserts",5.0
aJK0MWXKgXIgQUCM9fqSJQ,The Original Graziano's Pizza Restaurant,"Restaurants, Pizza, Italian",3.5
r7UZDbth0NtbZDJKq1-JyQ,Varadero Cuban Restaurant,"Restaurants, Cuban",4.0
t4bBKVXbr8bIN9nEJIobYg,Saffron Flavors of India,"Restaurants, Indian, Vegetarian, Diners",4.0
yd0g-FRSAdP9YKm7Z8-uUw,La Piazza,"Restaurants, Italian",3.5
n5bR03mFAvZSYvki9MeW7g,Munch-A-Sub,"Sandwiches, Restaurants",4.5
Uy3_5nLo3sYkAuSX6mjdmg,Geebee's Bar & Grill,"American (Traditional), Restaurants",4.5
Rgmy8WQEaBMCd4BMdl0SIQ,Roberto's Taco Shop,"Spanish, Restaurants, Mexican, Fast Food",2.0
dEAk-gE-5Q95a7p91gNn8A,Sushi Koma,"Restaurants, Sushi Bars, Japanese",4.0
yzmvsG3Vo-2_F3_0wHzJdA,Metro Diner,"Diners, American (Traditional), Breakfast & Brunch, Restaurants",4.0
Jl6_g-pZD5aQGg2y87myeQ,Aloha Hawaiian BBQ,"Barbeque, Hawaiian, Restaurants",3.5
jY7Ql_Qk8duv7jZrMZahaw,RED Sushi,"Restaurants, Sushi Bars, Japanese",3.0
KWM6C4g9x7Fnmjdz8H18sw,Sean Patrick's Pub,"Restaurants, Nightlife, Bars, Irish Pub",3.5
V4BYvw51GBAj7pv2n7XtOw,Pizza Hut,"Restaurants, Chicken Wings, Pizza",2.0
hJkGfdNlHTfqFTeZ1xkjrw,Design & Dine,"Nightlife, Event Planning & Services, Wine Bars, Party & Event Planning, Arts & Entertainment, Restaurants, American (New), Bars, Paint & Sip",4.5
8KEtBCNHvjx3-S5CP7W2Aw,Nagano Sushi & Grill,"Seafood, Restaurants, Sushi Bars, Japanese",3.5
QjfCmeznfZC9BPowyO4Npw,Thai Original BBQ,"Restaurants, Thai",3.0
O7ot_LMlCfLpOP9tBqeNfw,Kabuki Japanese Restaurant,"Japanese, Asian Fusion, Sushi Bars, Restaurants",4.0
rS3KdecMS-EF4H3VtmkxBw,Angelina's Pizzeria - Charleston,"Italian, Pizza, Restaurants",2.5
2dCnTMv3Hh-fM8bOjYS4Xw,Nevada Chicken Cafe,"Barbeque, Salad, Food, American (Traditional), American (New), Restaurants, Cafes, Sandwiches, Wraps, Chicken Shop",3.5
42yLya7lhe7TQGz3KEdKAw,#1 Hawaiian Barbecue,"Hawaiian, Seafood, Barbeque, Restaurants",3.5
A5Rkh7UymKm0_Rxm9K2PJw,Yard House,"Cocktail Bars, Vegetarian, Steakhouses, American (New), Wine Bars, American (Traditional), Seafood, Beer Bar, Restaurants, Bars, Nightlife, Asian Fusion, Sports Bars",4.0
w8RWhhuKxMiFCpvFvIQ3zg,Max Brenner,"Desserts, Specialty Food, Chocolatiers & Shops, Coffee & Tea, American (New), Breakfast & Brunch, Food, Restaurants",4.0
5PP6BwtNYlPARHApB9lzcQ,Blue Ox Tavern,"American (Traditional), Bars, Restaurants, Nightlife, Breakfast & Brunch, Sports Bars, Food, Pubs, Beer, Wine & Spirits, Lounges",4.0
AmIJMMd9OeT_mUj9DAn2ow,papa johns,"Restaurants, Pizza",2.0
HQMMKfEe3lmtLVXhPWKXRw,Joe's Island Grindz,"Restaurants, Hawaiian, Barbeque, Comfort Food",4.5
fdC-5VI6ifj6CR2LjKWRtQ,Elation Pool,"Active Life, Bars, Beer, Wine & Spirits, Swimming Pools, Food, Specialty Food, Restaurants, Nightlife",4.0
hbuVhfMb8r3kVNZ-thX16g,Little Dumpling,"Restaurants, Thai, Chinese",3.0
mYBM11YwgftyQJxYGkKnYQ,Rocky's Philly Cheese Steaks,"Fast Food, Restaurants, Sandwiches",2.0
hEpCJXGI_zRhKXgW67VbFA,Auntie Anne's,"Fast Food, Restaurants, Pretzels, Food, American (New), Bakeries",3.5
zQmHSe6IOiSNF84m9BVZ8A,The Still,"Bars, Nightlife, Sports Bars, Diners, Restaurants, American (Traditional)",3.5
ixAh9crILnJ9tM8LhWFhkw,Archi's Thai Bistro,"Restaurants, Thai",4.0
S5HvZ_TUvt0B92LMV_lImg,Burger King,"Burgers, Restaurants, Fast Food",2.0
QJAllc88CdYS9m5QMjg5dQ,Ilopango Salvadorean Restaurant,"Restaurants, Latin American",3.5
tHwNWbjsgIedLw0FLmBHyg,Pizzeria,"Fast Food, Pizza, Restaurants",3.0
9qcTpWYxrZrN13p1zAP6dA,Ping Pong Thai Restaurant,"Restaurants, Thai, Vegetarian, Vegan",3.5
pG90UZcF21ZYvXQbDdkkLg,Imperial One,"Chinese, Restaurants",4.0
N5CL5HLS6lyltw-OjjBrOw,Hussong's Cantina Boca Park,"Restaurants, Bars, Nightlife, Mexican, Vegan",3.5
iUQ5hZGhwrg-WPICcbo4IA,Aloha Kitchen,"Breakfast & Brunch, Sandwiches, Barbeque, Hawaiian, Restaurants",3.5
bIkFvvNaJEF3Io50VPQueg,Big Dragon Chinese Cuisine,"Chinese, Kosher, Restaurants",3.0
6beJGNWviNq_VbODEULexA,Cafe325,"Restaurants, American (New), Cafes",4.0
w5CSi-An5meLnxjKSFn0wQ,Thai St Cafe,"Asian Fusion, Seafood, Restaurants, Thai",4.0
tBLHU0-_-2nhypyfc2sR2A,KFC,"Chicken Wings, Fast Food, Restaurants, Chicken Shop",1.5
rHEVabJ7O0ztH6f7wgoO_g,Essence of Thai,"Thai, Restaurants",3.5
xk-fOf_M39kDTgzfVgu0Tw,Rachel's Kitchen,"Diners, Sandwiches, American (New), Breakfast & Brunch, Restaurants, Food, Juice Bars & Smoothies",4.0
JMwwxARF34aR1aq7hzpiJQ,Las Pupusas,"Spanish, Latin American, Restaurants, Mexican",3.5
_aIQsyaRn7CJh8gWSbuJgA,Ichiban West,"Japanese, Restaurants",4.5
Ic8re_L0sDJkj3kwDTkahg,HARRY O's BBQ,"Restaurants, Barbeque",2.5
3qIFv-MbDoj-gDigpo_FgA,John Mull's Meats & Road Kill Grill II,"Specialty Food, Restaurants, Barbeque, Butcher, Food, Meat Shops",4.5
WRQ-9LluyivReFiQZFUujw,Buldogis Gourmet Hot Dogs,"Korean, Chicken Wings, Hot Dogs, Restaurants, Asian Fusion",4.5
BfBl4TKaTrfrZY-yGSB1jQ,Johnny Rockets,"Restaurants, Diners, American (Traditional), Sandwiches, Burgers",3.5
TrN8HBHBL4-Tu7cXMDoopQ,Golden Flower Chinese Cuisine,"Chinese, Restaurants",4.0
mkMrpBtrlsAUhcFZFB83hQ,Roberta's Steakhouse,"Restaurants, Steakhouses",4.5
SU56w479vUfFHsvmvQIf7A,India Oven,"Pakistani, Restaurants, Indian",3.5
5CJL_2-XwCGBmOav4mFdYg,Krung Siam Thai,"Thai, Restaurants",3.5
Fanu7vgveGy1LyLV8R9aMA,Indian Theme Bistro印第安啤酒屋,"Szechuan, Indian, Chinese, Bars, Restaurants, Karaoke, Pubs, Nightlife, Barbeque",4.5
CH3GQlTeeCdT51ddJAxwVg,Buzz BBQ,"Restaurants, Barbeque",3.5
cZbqG53WCsEyYHSocNZdLQ,Elena's Restaurant,"Filipino, Restaurants",4.0
ZuNJelvkJD4wsXNBRg6t5w,Asian Wok,"Chinese, Restaurants, Thai, Asian Fusion",4.0
vnQ9a0e_DuS4MC9nyEbA5A,E Go Cafe,Restaurants,3.0
iPM85PQMs7QoAxw-Og9ChQ,Gordon Biersch Brewery Restaurant,"Restaurants, Breweries, Food, American (New)",3.5
TYGVaav4hWZioQlk9Ig78A,Cody's Smokin' Barbecue,"Restaurants, Barbeque",4.5
UMWzaFhW6M3nsIDyIpMfhg,Little Dumpling,"Restaurants, Chinese, Latin American",4.0
J121PGT4oi5AqVbtMoEfVw,La Parrilla,"Mexican, Restaurants",3.5
XBikK0GMqJTF5d_bI3VSkA,Ori'Zaba's Scratch Mexican Grill,"Restaurants, Breakfast & Brunch, Mexican",3.0
4LhURdgGRofYSR_1LBTXvQ,Amber's Smoked Vegan,"Southern, Soul Food, Vegan, Restaurants, Barbeque, Coffee & Tea, Breakfast & Brunch, Food",4.0
WiWJR2WrC2x4_2sZ6p5czQ,Taco Bell,"Fast Food, Tex-Mex, Mexican, Restaurants",2.5
BX-bp0raoO-V1phG66Q9SA,Aroma Garden Cafe,"Restaurants, Italian",4.0
LZSyWy4IHgXg6QhW2jrBlw,Romano's Macaroni Grill,"Italian, Nightlife, Restaurants, Bars, Wine Bars",3.0
Q1m3ZAO1t9JRhHK3txhJQw,Kiton Kitchen,"Mediterranean, Restaurants, Middle Eastern",4.0
isw3cS3hOKdKeBgi3lF3-A,Eureka!,"Cocktail Bars, Bars, American (Traditional), Restaurants, Nightlife, Breakfast & Brunch",4.5
BeAr85oCQpeaWFJjLhRPWg,Wienerschnitzel,"Hot Dogs, Burgers, Fast Food, Food, Desserts, Restaurants",4.5
r7teFFSvlb8VioRRbHCP-A,Wake-Up Cafe,"Breakfast & Brunch, Restaurants, Sandwiches, Salad",4.5
xXtWrRKn8A708BfaNs1nZw,"Coffee, Tea, or Me","Food, Restaurants, Ice Cream & Frozen Yogurt, Sandwiches, Donuts, Juice Bars & Smoothies, Coffee & Tea",4.0
SLx-vB9LnRtC83oAeVdAuA,A18 I Love Crab & Karaoke,"Bars, Karaoke, Seafood, Restaurants, Asian Fusion, Cajun/Creole, Korean, Nightlife",4.0
66jwLkSd6M0cZulZrA3zcw,Applebee's Grill + Bar,"Nightlife, Restaurants, Bars, Steakhouses, Burgers, American (Traditional), Sports Bars",2.5
3Fr9RZ8Hfz1iWk51C2RMWg,East Coast Pizza,"Pizza, Restaurants",2.0
_Aj02-sb1QDNIVXK64qTVw,Jolly Beans Cafe-Rainbow,"Food, Breakfast & Brunch, Restaurants, Coffee & Tea",4.0
eGLnLiKt58jHNjGVw149Nw,Tacos Mexico,"Mexican, Restaurants",2.5
MNaPOkqm2vKeNG8EqkZWCg,Chicago Joe's,"Italian, Seafood, Restaurants, Sandwiches",3.5
iFCz-xI7CV98fcaB4Chh3g,The Black Sheep,"Wine Bars, American (New), Bars, Nightlife, Cocktail Bars, Restaurants",4.5
6tSvz_21BMo3a4GaItwa0g,Jjanga Japanese Restaurant,"Nightlife, Japanese, Karaoke, Sushi Bars, Restaurants",4.0
mRsb657hi4iQcb0r5_VlYw,Arizona Charlie's Boulder,"RV Parks, American (New), Event Planning & Services, Casinos, Restaurants, Hotels, Hotels & Travel, Arts & Entertainment",2.5
V78f9CdEVTkKFkyhdTYVrQ,IHOP,"Restaurants, American (Traditional), Burgers, Breakfast & Brunch, American (New)",3.5
ZRe7iIrIRDMMWhrcieMsiQ,Sesame House,"Specialty Food, Chinese, Juice Bars & Smoothies, Restaurants, Sandwiches, Food, Fruits & Veggies",4.0
yLtdSJ4BzKFFBc-J9nM7yQ,Retro Bleu Cafe,"Comfort Food, Hawaiian, Restaurants, Hot Dogs, Barbeque, Asian Fusion",4.5
9r6ijZgxDLJFysxIohtTcQ,Northern China Restaurant,"Chinese, Restaurants",2.5
Jd-XHSl0t0JWotORH0IsSg,Papa John's Pizza,"Pizza, Restaurants",2.0
kYtk8YSBtSuwXcvfoRMyoA,Little Caesar's Pizza,"Restaurants, Pizza",2.0
HQcel0uvg7N7KfhHJChfSQ,Sushi Kaya,"Sushi Bars, Restaurants, Salad, Japanese",3.5
yGCrsq0AYI8WN7goMVLHJA,Yayo Taco,"Mexican, Vegan, Vegetarian, Restaurants",3.5
4fGGeKlUY3SwqLW4SH_QnQ,Cafe Lola,"Cafes, Coffee & Tea, Restaurants, Food",4.0
rhYZCUiywRknWKieJ75zug,Mad Matty's Bar & Grille,"Restaurants, Nightlife, Bars, American (New)",3.5
Zua91nLoti4rx1VCkuIe6g,The Bar-Lounge At Urban Turban,"Asian Fusion, Nightlife, Indian, Tapas Bars, Bars, Restaurants, Lounges",3.0
Jwwkt9oAKsNF4AuItTIdPw,Schlotzsky's,"Event Planning & Services, Salad, Caterers, Delis, Sandwiches, Restaurants",4.0
XBEx2FI2GKmsjs7eWNr7Lw,Juice 'N' Go,"Brazilian, Ice Cream & Frozen Yogurt, Restaurants, Sandwiches, Juice Bars & Smoothies, Food",4.5
yKPY_6w7HNb0QhA3DcxvPw,Samba,"Brazilian, Restaurants, Beer, Wine & Spirits, Steakhouses, Food",3.0
Tv3YzCxzf-JWQAiXNkUrMQ,Papa Murphy's,"Salad, Gluten-Free, Pizza, Restaurants",3.5
BflNpVLfFQujE5uBHUgcFg,Don Antonio's Pizzeria,"Pizza, Italian, Restaurants",2.5
9eUBRR7WWOqXErZ7omYLNA,Sandbar,"Lounges, Bars, Music Venues, Cafes, Restaurants, Nightlife, Arts & Entertainment",3.0
jv1sbEWUJRHeUff1xZtqWg,Del Taco,"Mexican, Restaurants",3.0
F_8NT3JiAW9d5DvAJCltQg,Sno Monkey Shaved Ice,"Restaurants, Food, Food Stands, Shaved Ice",4.0
k0ZUrpL789RZb1QuaE8_Uw,Cafe Verde Rebel,"Restaurants, American (Traditional), Chicken Wings, Pizza",3.0
dNjgjAoJSJsvgc5g6nQnnw,Roberto's Taco Shop,"Mexican, Restaurants, Fast Food, Tacos",3.5
nteAMOsI2DsTTR9v6G9E7A,Burger King,"Fast Food, Restaurants, Burgers",2.0
9MK66QkfnTp6BxZudH9wxg,Capriotti's Sandwich Shop,"Burgers, Restaurants, Sandwiches, Salad",3.5
Pw1v2dO5sZAS5OhqAtYx9w,SlickMeals,"Comfort Food, Restaurants",4.5
3X_u-2o1c-8ERcp7TIE3Cw,Villa Italian Kitchen,"Restaurants, Pizza",3.0
24wnyPyir6-Bmv6zq7OXHg,Viva El Salvador Restaurant & Pupuseria,"Latin American, Salvadoran, Restaurants",3.0
hFT3HuxVZJb1uYEsYfp-0A,Blaqcat Ultra Hookah Lounge,"Nightlife, Coffee & Tea, Restaurants, Adult Entertainment, Mediterranean, Hookah Bars, Lounges, Food, Bars",5.0
hySFMXFqyb7rNuxS8koNrQ,Taco Bell,"Mexican, Tex-Mex, Fast Food, Restaurants",2.0
ktJR5j14AH-Cc45J7jJ9nw,Subway,"Fast Food, Restaurants, Sandwiches",2.0
mKNzA_CjO3NXcCn9RphHiw,Del Taco,"Restaurants, Mexican",3.5
HDvrgxInBOq6IQNBSo178w,Rice Trax Teriyaki Grill,"Japanese, Restaurants, Hawaiian",3.5
ddplAthoA2pGLoSqhHpVkA,Don Tortaco,"Restaurants, Mexican",2.0
